Date,Open,High,Low,Close,Volume,Adj Close
2016-04-28,36.84,37.439999,36.509998,36.59,13148500,36.59
2016-04-27,37.52,37.59,36.630001,36.950001,16391200,36.950001
2016-04-26,37.32,37.540001,36.91,37.110001,10059600,37.110001
2016-04-25,37.470001,37.540001,37.18,37.23,9823500,37.23
2016-04-22,37.50,38.09,37.16,37.48,9071800,37.48
2016-04-21,37.919998,38.119999,37.349998,37.669998,11633700,37.669998
2016-04-20,37.099998,38.189999,37.00,37.84,30758900,37.84
2016-04-19,36.459999,36.73,36.110001,36.330002,20014100,36.330002
2016-04-18,36.240002,37.00,35.880001,36.52,17723000,36.52
2016-04-15,37.130001,37.150002,36.419998,36.509998,19016200,36.509998
2016-04-14,37.470001,37.50,36.849998,37.169998,16609000,37.169998
2016-04-13,36.939999,37.349998,36.900002,37.310001,17158700,37.310001
2016-04-12,36.650002,36.830002,36.279999,36.66,10439400,36.66
2016-04-11,36.380001,36.849998,36.32,36.48,13709600,36.48
2016-04-08,36.849998,36.919998,35.619999,36.07,20251100,36.07
2016-04-07,35.860001,37.25,35.720001,36.169998,38653800,36.169998
2016-04-06,36.400002,37.00,36.310001,36.66,19418600,36.66
2016-04-05,36.700001,36.919998,36.220001,36.41,12439200,36.41
2016-04-04,36.549999,37.50,36.540001,37.02,20210800,37.02
2016-04-01,36.540001,36.880001,36.310001,36.48,13650400,36.48
2016-03-31,36.509998,37.02,36.50,36.810001,18666200,36.810001
2016-03-30,36.610001,37.279999,36.439999,36.560001,19836500,36.560001
2016-03-29,35.049999,36.43,35.009998,36.32,23166500,36.32
2016-03-28,35.389999,35.450001,34.619999,35.23,12976800,35.23
2016-03-24,34.450001,34.869999,33.93,34.860001,14101500,34.860001
2016-03-23,35.43,35.700001,34.709999,34.799999,12192600,34.799999
2016-03-22,34.68,35.610001,34.68,35.41,11272300,35.41
2016-03-21,35.00,36.099998,35.00,35.470001,13279400,35.470001
2016-03-18,34.540001,35.209999,34.380001,35.169998,20490800,35.169998
2016-03-17,33.880001,34.549999,33.869999,34.279999,9334100,34.279999
2016-03-16,33.029999,34.080002,33.00,34.009998,10975700,34.009998
2016-03-15,33.32,33.459999,33.110001,33.259998,10660800,33.259998
2016-03-14,33.75,34.09,33.509998,33.580002,7960300,33.580002
2016-03-11,33.290001,33.860001,32.84,33.810001,11682700,33.810001
2016-03-10,33.59,33.599998,32.09,32.82,19452000,32.82
2016-03-09,33.09,33.52,32.779999,33.509998,12647100,33.509998
2016-03-08,33.66,33.82,32.84,32.93,21007300,32.93
2016-03-07,33.68,34.380001,33.59,33.959999,22924000,33.959999
2016-03-04,32.91,33.93,32.759998,33.860001,22915200,33.860001
2016-03-03,32.709999,33.209999,32.419998,32.880001,11355600,32.880001
2016-03-02,32.810001,33.240002,32.77,32.91,10458600,32.91
2016-03-01,32.040001,32.849998,32.040001,32.799999,14833600,32.799999
2016-02-29,31.309999,32.459999,31.309999,31.790001,19208700,31.790001
2016-02-26,31.68,31.90,31.219999,31.370001,16680200,31.370001
2016-02-25,30.74,31.360001,30.24,31.360001,19842300,31.360001
2016-02-24,30.41,31.120001,29.799999,30.950001,12612000,30.950001
2016-02-23,31.200001,31.379999,30.51,30.67,16847500,30.67
2016-02-22,30.65,31.209999,30.389999,31.17,21455300,31.17
2016-02-19,30.190001,30.23,29.700001,30.040001,20706100,30.040001
2016-02-18,29.559999,30.139999,29.389999,29.42,15259400,29.42
2016-02-17,29.469999,29.66,29.059999,29.370001,12891600,29.370001
2016-02-16,27.98,29.440001,27.940001,29.280001,20127300,29.280001
2016-02-12,27.120001,27.32,26.719999,27.040001,12986200,27.040001
2016-02-11,26.459999,26.969999,26.15,26.76,11154900,26.76
2016-02-10,27.110001,27.809999,26.84,27.10,8933600,27.10
2016-02-09,26.639999,27.690001,26.51,26.82,13919100,26.82
2016-02-08,27.610001,27.969999,26.48,27.049999,24473600,27.049999
2016-02-05,29.059999,29.139999,27.73,27.969999,16077500,27.969999
2016-02-04,27.91,29.23,27.709999,29.15,28517000,29.15
2016-02-03,28.450001,28.610001,26.57,27.68,55527600,27.68
2016-02-02,29.32,30.23,28.129999,29.059999,34022500,29.059999
2016-02-01,29.27,29.790001,28.790001,29.57,12865800,29.57
2016-01-29,29.10,29.51,28.51,29.51,18718300,29.51
2016-01-28,30.59,30.629999,28.60,28.75,15420500,28.75
2016-01-27,29.90,30.530001,29.450001,29.690001,13269900,29.690001
2016-01-26,29.76,30.190001,29.620001,29.98,11422600,29.98
2016-01-25,29.959999,30.389999,29.66,29.780001,23095500,29.780001
2016-01-22,29.969999,30.52,29.309999,29.75,16272100,29.75
2016-01-21,28.75,29.799999,28.190001,29.309999,16073900,29.309999
2016-01-20,28.98,29.110001,27.440001,28.780001,20455100,28.780001
2016-01-19,29.84,30.00,29.309999,29.74,20036400,29.74
2016-01-15,29.280001,29.77,28.59,29.139999,17352000,29.139999
2016-01-14,29.690001,30.57,28.709999,30.32,14995700,30.32
2016-01-13,30.889999,31.17,29.33,29.440001,16593700,29.440001
2016-01-12,30.58,30.969999,30.209999,30.690001,12635300,30.690001
2016-01-11,30.65,30.75,29.74,30.17,16676500,30.17
2016-01-08,30.51,31.540001,30.00,30.629999,26299600,30.629999
2016-01-07,30.969999,31.190001,30.02,30.16,20495000,30.16
2016-01-06,31.67,32.459999,31.60,32.16,16026500,32.16
2016-01-05,31.549999,32.330002,31.530001,32.200001,14294000,32.200001
2016-01-04,32.119999,32.349998,31.139999,31.40,25176200,31.40
2015-12-31,33.220001,33.689999,33.18,33.259998,7396000,33.259998
2015-12-30,33.849998,34.040001,33.349998,33.369999,5933500,33.369999
2015-12-29,33.630001,34.169998,33.599998,34.040001,12573500,34.040001
2015-12-28,33.900002,33.91,33.349998,33.599998,10869100,33.599998
2015-12-24,34.189999,34.740002,34.099998,34.110001,3468900,34.110001
2015-12-23,34.240002,34.580002,33.990002,34.450001,13448700,34.450001
2015-12-22,32.990002,34.209999,32.970001,34.189999,15521100,34.189999
2015-12-21,33.119999,33.299999,32.689999,32.970001,9065600,32.970001
2015-12-18,33.099998,33.630001,32.869999,32.950001,16414800,32.950001
2015-12-17,33.810001,34.080002,33.110001,33.23,12708500,33.23
2015-12-16,33.150002,33.880001,32.91,33.779999,12592400,33.779999
2015-12-15,32.529999,33.389999,32.50,33.029999,16140900,33.029999
2015-12-14,32.939999,33.27,32.209999,32.59,15949600,32.59
2015-12-11,34.009998,34.150002,32.82,32.91,14877600,32.91
2015-12-10,34.490002,34.73,33.91,34.630001,16128800,34.630001
2015-12-09,35.799999,35.84,33.150002,34.400002,44643600,34.400002
2015-12-08,34.240002,34.98,34.029999,34.849998,18513200,34.849998
2015-12-07,34.759998,34.919998,34.470001,34.68,12029700,34.68
2015-12-04,34.34,35.200001,34.18,34.91,15502700,34.91
2015-12-03,35.59,35.720001,34.099998,34.34,17068000,34.34
2015-12-02,35.00,36.389999,34.77,35.650002,56614000,35.650002
2015-12-01,33.869999,33.889999,33.470001,33.709999,10862500,33.709999
2015-11-30,33.029999,33.830002,32.849998,33.810001,17363600,33.810001
2015-11-27,32.790001,33.09,32.439999,32.939999,5313400,32.939999
2015-11-25,32.77,33.52,32.75,33.16,13257200,33.16
2015-11-24,33.09,33.189999,32.610001,32.959999,13364700,32.959999
2015-11-23,33.00,33.869999,32.869999,33.360001,11899700,33.360001
2015-11-20,32.860001,33.299999,32.689999,33.110001,12498500,33.110001
2015-11-19,33.209999,33.50,32.580002,32.630001,14222100,32.630001
2015-11-18,32.889999,33.02,32.32,32.98,11105600,32.98
2015-11-17,33.009998,33.119999,32.619999,32.860001,10270400,32.860001
2015-11-16,32.23,32.990002,32.119999,32.950001,11087800,32.950001
2015-11-13,32.779999,33.040001,32.169998,32.189999,11063300,32.189999
2015-11-12,33.200001,33.849998,33.130001,33.23,14273100,33.23
2015-11-11,34.209999,34.23,33.029999,33.380001,11804100,33.380001
2015-11-10,33.450001,34.130001,33.259998,33.990002,11511000,33.990002
2015-11-09,34.07,34.080002,33.080002,33.68,13645500,33.68
2015-11-06,34.939999,35.200001,33.459999,34.200001,16608600,34.200001
2015-11-05,35.02,35.299999,34.16,35.119999,15679100,35.119999
2015-11-04,34.889999,35.240002,34.75,35.07,17501800,35.07
2015-11-03,35.150002,35.34,34.650002,34.720001,12394300,34.720001
2015-11-02,35.459999,35.48,35.07,35.27,15206700,35.27
2015-10-30,35.139999,35.700001,35.049999,35.619999,17418900,35.619999
2015-10-29,34.869999,35.150002,34.700001,35.049999,10796200,35.049999
2015-10-28,34.299999,35.27,34.299999,35.189999,15174300,35.189999
2015-10-27,34.970001,35.470001,33.880001,34.299999,26380900,34.299999
2015-10-26,33.130001,33.490002,33.00,33.400002,15810300,33.400002
2015-10-23,32.650002,33.360001,32.240002,33.169998,24308600,33.169998
2015-10-22,31.26,31.90,31.209999,31.67,18501200,31.67
2015-10-21,32.060001,32.43,31.01,31.120001,30390400,31.120001
2015-10-20,33.490002,33.59,32.77,32.830002,19349200,32.830002
2015-10-19,33.259998,33.630001,33.18,33.50,10856500,33.50
2015-10-16,33.639999,33.860001,33.16,33.369999,12209300,33.369999
2015-10-15,32.419998,33.490002,32.400002,33.48,19403800,33.48
2015-10-14,32.279999,32.490002,31.77,32.09,11282800,32.09
2015-10-13,32.560001,32.830002,32.32,32.34,15873800,32.34
2015-10-12,32.709999,33.02,32.549999,32.860001,12580300,32.860001
2015-10-09,32.349998,32.689999,31.99,32.52,11830400,32.52
2015-10-08,31.790001,32.50,31.73,32.369999,14245400,32.369999
2015-10-07,31.309999,31.99,31.209999,31.870001,12224800,31.870001
2015-10-06,30.790001,31.190001,30.66,30.959999,10963900,30.959999
2015-10-05,30.799999,31.200001,30.35,30.85,12883300,30.85
2015-10-02,28.620001,30.709999,28.43,30.709999,29250500,30.709999
2015-10-01,28.950001,29.00,28.440001,28.91,14467600,28.91
2015-09-30,28.65,29.110001,28.49,28.91,18317900,28.91
2015-09-29,28.58,29.23,27.85,28.26,41895400,28.26
2015-09-28,29.030001,29.219999,27.200001,27.60,49541300,27.60
2015-09-25,29.66,29.709999,28.91,29.129999,12817500,29.129999
2015-09-24,29.469999,29.57,28.85,29.34,19109900,29.34
2015-09-23,30.559999,30.57,29.629999,29.74,12755400,29.74
2015-09-22,30.780001,30.92,30.17,30.40,15614900,30.40
2015-09-21,31.200001,31.74,30.879999,31.17,18745000,31.17
2015-09-18,30.51,30.799999,30.41,30.74,20538300,30.74
2015-09-17,31.309999,31.33,30.809999,30.93,17094200,30.93
2015-09-16,31.139999,31.77,30.99,31.40,22179700,31.40
2015-09-15,29.719999,31.23,29.41,31.040001,25661600,31.040001
2015-09-14,30.68,30.92,30.00,30.32,22186900,30.32
2015-09-11,31.09,31.43,30.629999,31.43,14365400,31.43
2015-09-10,31.35,31.59,31.030001,31.15,14330900,31.15
2015-09-09,30.40,31.799999,30.35,31.52,47058500,31.52
2015-09-08,32.200001,32.830002,30.860001,30.90,26873900,30.90
2015-09-04,32.00,32.290001,31.440001,31.58,13854100,31.58
2015-09-03,31.860001,32.740002,31.799999,32.540001,13748900,32.540001
2015-09-02,32.009998,32.029999,31.379999,31.77,15688100,31.77
2015-09-01,31.49,32.099998,31.23,31.60,19903500,31.60
2015-08-31,32.91,32.990002,32.23,32.240002,13609000,32.240002
2015-08-28,33.32,33.57,32.93,33.139999,9366100,33.139999
2015-08-27,33.360001,33.77,32.950001,33.689999,19105100,33.689999
2015-08-26,32.459999,32.619999,31.110001,32.52,25414500,32.52
2015-08-25,32.98,33.029999,31.540001,31.74,15752300,31.74
2015-08-24,29.02,32.279999,29.00,31.309999,23163400,31.309999
2015-08-21,33.580002,34.02,32.91,32.93,18373600,32.93
2015-08-20,34.77,34.950001,33.869999,34.099998,15604400,34.099998
2015-08-19,35.669998,35.669998,35.029999,35.189999,8976700,35.189999
2015-08-18,35.779999,36.189999,35.599998,35.689999,11445300,35.689999
2015-08-17,36.240002,36.240002,35.77,36.099998,7933600,36.099998
2015-08-14,35.82,36.349998,35.720001,36.240002,12241100,36.240002
2015-08-13,35.080002,36.610001,34.82,35.93,28987700,35.93
2015-08-12,34.290001,34.77,33.849998,34.490002,31405700,34.490002
2015-08-11,36.740002,36.77,35.73,36.029999,13833200,36.029999
2015-08-10,36.869999,37.689999,36.869999,37.150002,11351400,37.150002
2015-08-07,36.52,36.759998,36.150002,36.669998,11845500,36.669998
2015-08-06,37.34,37.52,36.299999,36.459999,12299700,36.459999
2015-08-05,37.32,37.709999,37.23,37.25,6844000,37.25
2015-08-04,36.610001,37.209999,36.599998,37.119999,9051900,37.119999
2015-08-03,36.669998,36.98,36.369999,36.689999,9887300,36.689999
2015-07-31,37.560001,37.57,36.619999,36.669998,15446100,36.669998
